iter	Passed	Remaining
821	40973	8872
822	41022	8822
823	41076	8773
824	41127	8724
825	41179	8674
826	41230	8624
827	41276	8574
828	41325	8524
829	41372	8473
830	41416	8422
831	41461	8372
832	41506	8321
833	41555	8271
834	41601	8220
835	41653	8171
836	41711	8123
837	41759	8072
838	41809	8023
839	41859	7973
840	41907	7923
841	41958	7873
842	42007	7823
843	42061	7774
844	42123	7726
845	42175	7677
846	42226	7627
847	42278	7578
848	42330	7528
849	42378	7478
850	42437	7430
851	42485	7380
852	42532	7329
853	42576	7278
854	42620	7228
855	42680	7179
856	42734	7130
857	42782	7080
858	42828	7030
859	42874	6979
860	42924	6929
861	42972	6879
862	43024	6830
863	43096	6783
864	43151	6734
865	43199	6684
866	43248	6634
867	43300	6584
868	43352	6535
869	43400	6485
870	43459	6436
871	43509	6386
872	43561	6337
873	43613	6287
874	43666	6238
875	43722	6189
876	43770	6138
877	43817	6088
878	43867	6038
879	43917	5988
880	43966	5938
881	44019	5889
882	44070	5839
883	44118	5789
884	44169	5739
885	44225	5690
886	44270	5639
887	44315	5589
888	44360	5538
889	44405	5488
890	44454	5438
891	44501	5388
892	44548	5337
893	44599	5288
894	44649	5238
895	44699	5188
896	44748	5138
897	44798	5088
898	44847	5038
899	44903	4989
900	44955	4939
901	45004	4889
902	45054	4839
903	45106	4790
904	45151	4739
905	45201	4689
906	45256	4640
907	45302	4590
908	45356	4540
909	45405	4490
910	45455	4440
911	45504	4390
912	45549	4340
913	45595	4290
914	45645	4240
915	45701	4190
916	45749	4140
917	45813	4092
918	45866	4042
919	45916	3992
920	45966	3942
921	46020	3893
922	46075	3843
923	46129	3794
924	46182	3744
925	46237	3694
926	46291	3645
927	46344	3595
928	46400	3546
929	46459	3496
930	46512	3447
931	46564	3397
932	46617	3347
933	46672	3298
934	46733	3248
935	46787	3199
936	46847	3149
937	46899	3099
938	46958	3050
939	47015	3001
940	47072	2951
941	47118	2901
942	47173	2851
943	47224	2801
944	47274	2751
945	47319	2701
946	47369	2651
947	47420	2601
948	47473	2551
949	47518	2500
950	47572	2451
951	47625	2401
952	47674	2351
953	47722	2301
954	47770	2250
955	47821	2200
956	47881	2151
957	47935	2101
958	47989	2051
959	48045	2001
960	48120	1952
961	48177	1903
962	48230	1853
963	48275	1802
964	48322	1752
965	48378	1702
966	48430	1652
967	48479	1602
968	48531	1552
969	48580	1502
970	48631	1452
971	48686	1402
972	48744	1352
973	48798	1302
974	48846	1252
975	48896	1202
976	48948	1152
977	49003	1102
978	49064	1052
979	49115	1002
980	49164	952
981	49213	902
982	49261	851
983	49310	801
984	49358	751
985	49418	701
986	49466	651
987	49516	601
988	49568	551
989	49618	501
