iter	Passed	Remaining
591	148068	102046
592	148353	101821
593	148628	101587
594	148887	101343
595	149145	101098
596	149423	100867
597	149692	100629
598	149936	100374
599	150186	100124
600	150444	99878
601	150703	99634
602	150952	99383
603	151222	99146
604	151479	98900
605	151737	98654
606	151983	98401
607	152232	98149
608	152488	97903
609	152747	97658
610	153010	97416
611	153261	97166
612	153567	96950
613	153825	96704
614	154075	96453
615	154320	96199
616	154569	95948
617	154824	95700
618	155069	95446
619	155317	95194
620	155568	94944
621	155850	94713
622	156092	94457
623	156334	94201
624	156586	93951
625	156848	93708
626	157101	93459
627	157348	93206
628	157612	92963
629	157875	92720
630	158120	92466
631	158366	92213
632	158637	91974
633	158907	91735
634	159149	91479
635	159411	91235
636	159659	90983
637	159919	90737
638	160166	90485
639	160479	90269
640	160736	90022
641	160999	89778
642	161271	89539
643	161519	89287
644	161800	89052
645	162064	88809
646	162324	88563
647	162594	88322
648	162844	88071
649	163113	87830
650	163363	87579
651	163647	87345
652	163902	87096
653	164162	86850
654	164412	86598
655	164666	86349
656	164924	86102
657	165187	85857
658	165462	85618
659	165720	85371
660	165990	85129
661	166239	84877
662	166474	84618
663	166726	84367
664	166985	84120
665	167250	83876
666	167544	83646
667	167812	83403
668	168063	83152
669	168328	82907
670	168588	82661
671	168840	82410
672	169096	82161
673	169366	81919
674	169627	81672
675	169876	81420
676	170129	81169
677	170387	80921
678	170645	80673
679	170903	80425
680	171147	80170
681	171396	79918
682	171656	79670
683	171915	79423
684	172162	79169
685	172450	78934
686	172723	78693
687	172967	78438
688	173235	78194
689	173505	77951
690	173784	77712
691	174043	77464
692	174283	77207
693	174540	76958
694	174797	76709
695	175045	76456
696	175288	76201
697	175555	75956
698	175807	75705
699	176055	75452
700	176303	75199
701	176562	74951
702	176820	74702
703	177113	74468
704	177356	74213
705	177618	73965
706	177878	73717
707	178132	73467
708	178380	73213
709	178642	72966
710	178893	72714
711	179152	72466
712	179403	72214
713	179681	71973
714	179935	71722
715	180185	71470
716	180424	71213
717	180680	70963
718	180922	70708
719	181183	70460
720	181431	70207
721	181683	69955
722	181925	69700
723	182202	69458
724	182447	69204
725	182705	68954
726	182944	68698
727	183205	68450
728	183449	68195
729	183702	67944
730	183951	67692
731	184209	67442
732	184516	67211
733	184782	66964
734	185039	66714
735	185309	66469
736	185562	66218
737	185828	65971
738	186076	65718
739	186345	65472
740	186600	65221
741	186849	64969
742	187104	64718
743	187369	64471
744	187652	64230
745	187936	63988
746	188226	63750
747	188494	63503
748	188777	63261
749	189106	63035
750	189488	62826
751	189756	62579
752	190093	62354
753	190360	62107
754	190626	61859
755	190883	61607
756	191145	61358
757	191418	61112
758	191712	60873
759	191976	60624
760	192234	60373
761	192504	60126
762	192788	59883
763	193073	59640
764	193411	59414
765	193692	59169
766	194069	58954
767	194330	58704
768	194658	58473
769	194944	58230
770	195221	57984
771	195483	57733
772	195795	57497
773	196063	57248
774	196310	56993
775	196584	56746
776	196840	56493
777	197094	56240
778	197345	55986
779	197600	55733
780	197863	55482
781	198114	55228
782	198377	54978
783	198660	54733
784	198910	54478
785	199164	54225
786	199407	53969
787	199701	53726
788	199993	53483
789	200249	53230
790	200500	52976
791	200751	52722
792	201023	52474
793	201282	52221
794	201576	51978
795	201863	51733
796	202127	51482
797	202394	51232
798	202652	50980
799	202900	50725
800	203179	50477
801	203424	50221
802	203725	49979
803	203973	49724
804	204233	49472
805	204478	49216
806	204729	48962
807	204974	48706
808	205236	48455
809	205526	48210
810	205776	47955
811	206032	47702
812	206294	47450
813	206583	47204
814	206831	46949
815	207077	46693
816	207337	46441
817	207598	46189
818	207880	45941
819	208128	45686
820	208392	45435
821	208664	45185
822	208907	44929
823	209154	44673
824	209434	44425
825	209690	44172
826	209943	43918
827	210187	43662
828	210437	43407
829	210694	43154
830	210945	42899
831	211206	42647
832	211460	42393
833	211731	42143
834	211974	41887
835	212260	41639
836	212513	41385
837	212765	41131
838	213014	40876
839	213270	40622
840	213522	40368
841	213772	40114
842	214020	39859
843	214271	39604
844	214525	39350
845	214789	39098
846	215050	38846
847	215306	38592
848	215565	38339
849	215815	38085
850	216064	37830
851	216308	37574
852	216582	37324
853	216855	37073
854	217116	36820
855	217411	36573
856	217678	36322
857	217957	36072
858	218249	35824
859	218486	35567
860	218726	35311
861	218984	35057
862	219213	34799
863	219506	34552
864	219741	34294
865	219977	34038
866	220206	33780
867	220464	33526
868	220697	33269
869	220921	33011
870	221174	32757
871	221405	32499
872	221645	32244
873	221876	31986
874	222115	31730
875	222349	31474
876	222678	31230
877	223087	30998
878	223373	30748
879	223614	30492
880	223843	30235
881	224082	29979
882	224318	29722
883	224549	29465
884	224779	29208
885	225025	28953
886	225273	28698
887	225519	28443
888	225787	28191
889	226027	27935
890	226274	27681
891	226538	27428
892	226782	27173
893	227038	26919
894	227282	26664
895	227584	26416
896	227846	26162
897	228150	25914
898	228432	25663
899	228692	25410
900	228964	25158
901	229201	24902
902	229447	24647
903	229684	24391
904	229916	24134
905	230151	23878
906	230381	23622
907	230632	23368
908	230860	23111
909	231093	22855
910	231328	22599
911	231578	22345
912	231811	22089
913	232044	21833
914	232296	21579
915	232529	21323
916	232763	21067
917	232993	20812
918	233241	20557
919	233474	20302
920	233725	20048
921	233950	19791
922	234180	19536
923	234409	19280
924	234645	19025
925	234878	18769
926	235108	18514
927	235338	18259
928	235597	18005
929	235842	17751
930	236079	17496
931	236314	17241
932	236566	16988
933	236805	16733
934	237035	16478
935	237271	16223
936	237523	15970
937	237758	15715
938	237989	15460
939	238228	15206
940	238458	14951
941	238732	14699
942	238975	14444
943	239217	14190
944	239453	13936
945	239698	13682
946	239948	13429
947	240202	13175
948	240439	12921
949	240689	12667
950	240926	12413
951	241171	12159
952	241464	11908
953	241755	11656
954	242002	11403
955	242279	11150
956	242527	10897
957	242779	10643
958	243061	10391
959	243315	10138
960	243571	9884
961	243829	9631
962	244074	9377
963	244331	9124
964	244598	8871
965	244854	8618
966	245104	8364
967	245363	8111
968	245635	7858
969	245882	7604
970	246127	7350
971	246385	7097
972	246687	6845
973	246934	6591
974	247208	6338
975	247493	6085
976	247781	5833
977	248027	5579
978	248309	5326
979	248627	5074
980	248877	4820
981	249124	4566
982	249378	4312
983	249645	4059
984	249942	3806
985	250211	3552
986	250460	3298
987	250726	3045
988	250989	2791
989	251229	2537
990	251471	2283
991	251741	2030
992	251996	1776
993	252233	1522
994	252478	1268
995	252776	1015
996	253026	761
997	253271	507
998	253528	253
999	253849	0
